"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 25 13:02:17 GMT 2024","Tue Jun 25 13:02:17 GMT 2024","13","src.apps.folders","test_folder","TestFolder","","","test_create_folder_with_already_exists",""
"passed","Tue Jun 25 13:02:21 GMT 2024","Tue Jun 25 13:02:21 GMT 2024","21","src.apps.invitations","test_invite","TestInvite","","","test_invitation_decline",""
"passed","Tue Jun 25 13:02:08 GMT 2024","Tue Jun 25 13:02:09 GMT 2024","283","src.apps.authentication.tests","test_auth","TestAuthentication","","","test_logout2",""
"passed","Tue Jun 25 13:02:15 GMT 2024","Tue Jun 25 13:02:15 GMT 2024","24","src.apps.file","test_file","TestAnswerActivityItems","","","test_answer_download_client_error__unknown_error",""
"passed","Tue Jun 25 13:02:03 GMT 2024","Tue Jun 25 13:02:03 GMT 2024","0","src.apps.applets.tests.unit","test_applet_changes","","","","test_get_changes_is_initial_version[report_email_body-email body-Email Body was set to email body]",""
"passed","Tue Jun 25 13:02:10 GMT 2024","Tue Jun 25 13:02:10 GMT 2024","1","src.apps.authentication.tests.unit","test_auth_deps","","","","test_get_current_access_token",""
"passed","Tue Jun 25 13:02:06 GMT 2024","Tue Jun 25 13:02:06 GMT 2024","0","src.apps.applets.tests.unit","test_filter_schedule_events","TestEventsPeriodicityWeekdays","","","test_filter_events[date1-1]",""
"passed","Tue Jun 25 13:02:24 GMT 2024","Tue Jun 25 13:02:24 GMT 2024","80","src.apps.invitations","test_invite","TestInvite","","","test_accept_or_decline_already_processed_invitation[accept_url-post]",""
"passed","Tue Jun 25 13:02:20 GMT 2024","Tue Jun 25 13:02:20 GMT 2024","41","src.apps.invitations","test_invite","TestInvite","","","test_manager_invite_reviewer_success",""
"passed","Tue Jun 25 13:02:40 GMT 2024","Tue Jun 25 13:02:40 GMT 2024","1","src.apps.schedule.tests.unit.domain","test_schedule_request_data","","","","test_event_request_with_reminder_notification__at_time_not_in_between_start_time_and_end_time[event_daily_data-out_of_range_time1]",""
"passed","Tue Jun 25 13:01:20 GMT 2024","Tue Jun 25 13:01:20 GMT 2024","11","src.apps.activities.tests","test_reusable_items","TestReusableItem","","","test_create_item_choice_with_long_int_value",""
"passed","Tue Jun 25 13:01:26 GMT 2024","Tue Jun 25 13:01:26 GMT 2024","25","src.apps.answers.tests","test_answers","TestAnswerActivityItems","","","test_applet_assessment_retrieve",""
"passed","Tue Jun 25 13:01:20 GMT 2024","Tue Jun 25 13:01:20 GMT 2024","2","src.apps.activities.tests.unit.domain","test_activity_item_create","","","","test_create_activity_item_single_multi_select_alert_is_not_none_but_set_alerts_not_set[multi_select_item_create]",""
"passed","Tue Jun 25 13:01:56 GMT 2024","Tue Jun 25 13:01:56 GMT 2024","91","src.apps.applets.tests","test_applet_activity_items","TestActivityItems","","","test_create_applet_with_each_activity_item[number_selection_item_create]",""
"passed","Tue Jun 25 13:02:25 GMT 2024","Tue Jun 25 13:02:25 GMT 2024","14","src.apps.job.tests","test_jobs_crud","","","","test_create_job_with_details",""
"passed","Tue Jun 25 13:02:06 GMT 2024","Tue Jun 25 13:02:06 GMT 2024","0","src.apps.applets.tests.unit","test_filter_schedule_events","TestEventsPeriodicityMontly","","","test_filter_events__cross_day_event__start_date_and_and_date_is_last_day_of_month[date2-1]",""
"passed","Tue Jun 25 13:01:36 GMT 2024","Tue Jun 25 13:01:36 GMT 2024","43","src.apps.answers.tests","test_answers","TestAnswerActivityItems","","","test_get_flow_submissions_filters[0-query_params2-2]",""
"passed","Tue Jun 25 13:02:06 GMT 2024","Tue Jun 25 13:02:06 GMT 2024","0","src.apps.applets.tests.unit","test_filter_schedule_events","TestEventsPeriodicityDaily","","","test_filter_events[date3-1]",""
"passed","Tue Jun 25 13:02:06 GMT 2024","Tue Jun 25 13:02:06 GMT 2024","1","src.apps.applets.tests.unit","test_applet_history_crud","","","","test_get_versions_by_applet_id",""
"passed","Tue Jun 25 13:02:27 GMT 2024","Tue Jun 25 13:02:27 GMT 2024","26","src.apps.library","tests","TestLibrary","","","test_cart_search[4-applet_four-1-10]",""
"passed","Tue Jun 25 13:01:22 GMT 2024","Tue Jun 25 13:01:22 GMT 2024","270","src.apps.answers.tests","test_answers","TestAnswerActivityItems","","","test_answer_activity_items_create_alert_for_respondent",""
"passed","Tue Jun 25 13:02:45 GMT 2024","Tue Jun 25 13:02:45 GMT 2024","16","src.apps.transfer_ownership","tests","TestTransfer","","","test_decline_transfer",""
"passed","Tue Jun 25 13:02:26 GMT 2024","Tue Jun 25 13:02:26 GMT 2024","13","src.apps.job.tests","test_jobs_services","","","","test_get_or_create_owned__create_job_with_details",""
"passed","Tue Jun 25 13:01:53 GMT 2024","Tue Jun 25 13:01:53 GMT 2024","48","src.apps.applets.tests","test_applet","TestApplet","","","test_update_applet_activity_report_config",""
"passed","Tue Jun 25 13:02:00 GMT 2024","Tue Jun 25 13:02:00 GMT 2024","68","src.apps.applets.tests","test_applet_activity_items","TestActivityItems","","","test_create_applet_single_multi_select_response_values_value_null_auto_set_value[singleSelect]",""
"passed","Tue Jun 25 13:01:21 GMT 2024","Tue Jun 25 13:01:21 GMT 2024","1","src.apps.activities.tests.unit.domain","test_activity_item_create","","","","test_create_single_multi_select_item__add_scores_is_true_with_scores_float_rounded[single_select_item_create]",""
"passed","Tue Jun 25 13:02:11 GMT 2024","Tue Jun 25 13:02:12 GMT 2024","510","src.apps.authentication.tests.unit","test_auth_service","TestAuthService","","","test_verify_password__mute_error",""
"passed","Tue Jun 25 13:01:59 GMT 2024","Tue Jun 25 13:01:59 GMT 2024","69","src.apps.applets.tests","test_applet_activity_items","TestActivityItems","","","test_creating_activity_items_without_option_value[single_select_item_create]",""
"passed","Tue Jun 25 13:01:52 GMT 2024","Tue Jun 25 13:01:52 GMT 2024","80","src.apps.applets.tests","test_applet","TestApplet","","","test_create_applet_in_another_workspace_not_owner",""
"passed","Tue Jun 25 13:01:20 GMT 2024","Tue Jun 25 13:01:20 GMT 2024","1","src.apps.activities.tests.unit.domain","test_activity_item_create","","","","test_create_item_with_drawing_response_values_proportion_from_json[N/A]",""
"passed","Tue Jun 25 13:01:20 GMT 2024","Tue Jun 25 13:01:20 GMT 2024","2","src.apps.activities.tests.unit.domain","test_activity_item_create","","","","test_create_single_multi_select_row_item_no_datamatrix[multi_select_row_item_create-set_alerts]",""
"passed","Tue Jun 25 13:02:30 GMT 2024","Tue Jun 25 13:02:30 GMT 2024","13","src.apps.logs","tests","TestNotificationLogs","","","test_create_log_use_none_value_if_attribute_null_at_first_log",""
"passed","Tue Jun 25 13:02:04 GMT 2024","Tue Jun 25 13:02:04 GMT 2024","3","src.apps.applets.tests.unit","test_applet_crud","","","","test_get_applets_by_display_name__applet_id_not_in_applet_ids",""
"passed","Tue Jun 25 13:02:03 GMT 2024","Tue Jun 25 13:02:03 GMT 2024","24","src.apps.applets.tests","test_applet_link","TestLink","","","test_applet_access_link_delete",""
"passed","Tue Jun 25 13:01:20 GMT 2024","Tue Jun 25 13:01:20 GMT 2024","1","src.apps.activities.tests.unit.domain","test_activity_item_create","","","","test_create_item__not_valid_config_missing_add_scores_and_set_alerts[add_scores]",""
"passed","Tue Jun 25 13:02:21 GMT 2024","Tue Jun 25 13:02:21 GMT 2024","19","src.apps.invitations","test_invite","TestInvite","","","test_invitation_decline_wrong_invitation_does_not_exists",""
