"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","168","Workspaces managers access tests → Set workspace managers applet access list → 422 Unprocessable entity (empty body)","","Mon Nov 11 21:37:19 GMT 2024","passed","Mon Nov 11 21:37:19 GMT 2024","","Set workspace managers applet access list →","422 Unprocessable entity (empty body)",""
"","266","Applet Library tests → Applet is added to the library → Update Library item → 404 Not Found (library item)","","Mon Nov 11 21:25:45 GMT 2024","passed","Mon Nov 11 21:25:45 GMT 2024","","Update Library item →","404 Not Found (library item)",""
"","575","Workspaces managers access tests → Set workspace managers applet access list → 200 OK (grant manager's permissions for reviewer)","","Mon Nov 11 21:37:19 GMT 2024","passed","Mon Nov 11 21:37:19 GMT 2024","","Set workspace managers applet access list →","200 OK (grant manager's permissions for reviewer)",""
"","63","""Workspace Folders"" endpoints tests → Workspace is created → Update Folder → 401 Unauthorized (invalid token)","","Mon Nov 11 21:36:43 GMT 2024","passed","Mon Nov 11 21:36:43 GMT 2024","","Update Folder →","401 Unauthorized (invalid token)",""
"","289","Applet ""Transfer Ownership"" scenario tests → Transfer Accept → Second receiver should not be able to accept transfer request anymore","","Mon Nov 11 21:29:21 GMT 2024","passed","Mon Nov 11 21:29:21 GMT 2024","","Transfer Accept →","Second receiver should not be able to accept transfer request anymore",""
"","377","Administration tests → Respondents tests → Set schedule for respondents tests → 201 (Manager can schedule Event)","","Mon Nov 11 21:34:37 GMT 2024","passed","Mon Nov 11 21:34:37 GMT 2024","","Set schedule for respondents tests →","201 (Manager can schedule Event)",""
"","597","""Authentication"" endpoints tests → Tokens invalidation tests → Verify both access ans refresh tokens are invalidated after logout","","Mon Nov 11 21:30:55 GMT 2024","passed","Mon Nov 11 21:30:55 GMT 2024","","Tokens invalidation tests →","Verify both access ans refresh tokens are invalidated after logout",""
"","279","Invitations scenario tests → Accept invitation positive flow → Invited user can retrieve invitation","","Mon Nov 11 21:31:53 GMT 2024","passed","Mon Nov 11 21:31:53 GMT 2024","","Accept invitation positive flow →","Invited user can retrieve invitation",""
"","196","Files upload/download directly to S3 bucket tests → Upload media files directly to storage (S3 bucket) Verify file is accessible by the link (can be downloaded)","","Mon Nov 11 21:31:28 GMT 2024","passed","Mon Nov 11 21:31:28 GMT 2024","","Upload media files directly to storage (S3 bucket)","Verify file is accessible by the link (can be downloaded)",""
"","1463","Shell account invitation scenario tests → Decline invitation by unregistered user → New user registers in the app","","Mon Nov 11 21:33:33 GMT 2024","passed","Mon Nov 11 21:33:34 GMT 2024","","Decline invitation by unregistered user →","New user registers in the app",""
"","1810","Applet builder tests → Create applet → Positive tests → Performance task activity: Flanker","","Mon Nov 11 21:26:20 GMT 2024","passed","Mon Nov 11 21:26:21 GMT 2024","","Positive tests →","Performance task activity: Flanker",""
"","229","Applet Events CRUD tests → Delete scheduled Applet Event by Id tests → 404 Not Found (Delete individual scheduled activity Event with not existing Id)","","Mon Nov 11 21:28:00 GMT 2024","passed","Mon Nov 11 21:28:00 GMT 2024","","Delete scheduled Applet Event by Id tests →","404 Not Found (Delete individual scheduled activity Event with not existing Id)",""
"","371","Get submit dates & exported Answers data tests → Get exported data & dates after answer submit → 200 OK (Get exported data by reviewer with assigned respondent)","","Mon Nov 11 21:22:43 GMT 2024","passed","Mon Nov 11 21:22:43 GMT 2024","","Get exported data & dates after answer submit →","200 OK (Get exported data by reviewer with assigned respondent)",""
"","343","Delete and remove individual Events scenario tests → Delete individual scheduled user Events scenario tests → First Respondent should have individual Always Available activity Event & general Always Available flow Event after deletion of individual scheduled activity Event","","Mon Nov 11 21:27:34 GMT 2024","passed","Mon Nov 11 21:27:34 GMT 2024","","Delete individual scheduled user Events scenario tests →","First Respondent should have individual Always Available activity Event & general Always Available flow Event after deletion of individual scheduled activity Event",""
"","543","""Subjects"" endpoints CRUD tests → Update subjects 400: nons unique secretId","","Mon Nov 11 21:35:25 GMT 2024","passed","Mon Nov 11 21:35:25 GMT 2024","","Update subjects","400: nons unique secretId",""
"","300","Invitations endpoints tests → Decline invitation → 404 - non-existent invitation key","","Mon Nov 11 21:32:27 GMT 2024","passed","Mon Nov 11 21:32:27 GMT 2024","","Decline invitation →","404 - non-existent invitation key",""
"","157","Applet Events CRUD tests → Update Applet Event tests → 422 Unprocessable Entity → Update Event with missing accessBeforeSchedule (periodicity type: MONTHLY) param","","Mon Nov 11 21:28:07 GMT 2024","passed","Mon Nov 11 21:28:07 GMT 2024","","422 Unprocessable Entity →","Update Event with missing accessBeforeSchedule (periodicity type: MONTHLY) param",""
"","250","Answers CRUD tests → Answers handling after invitation acceptance by respondent → Get activity answers list & Answers of respondent tests → Get Activity answers list & Answers of deleted Applet → 404 Not Found (Get Activity answers list of deleted Applet)","","Mon Nov 11 21:24:18 GMT 2024","passed","Mon Nov 11 21:24:18 GMT 2024","","Get Activity answers list & Answers of deleted Applet →","404 Not Found (Get Activity answers list of deleted Applet)",""
"","293","Administration tests → Applets tests → Export & view data in workspace of Applet owner tests → View respondent's data tests → 200 OK (Manager can view data)","","Mon Nov 11 21:34:51 GMT 2024","passed","Mon Nov 11 21:34:51 GMT 2024","","View respondent's data tests →","200 OK (Manager can view data)",""
"","1301","Applet builder tests → Create applet → Positive tests → Applet with conditional logic items (SingleSelect, MultiSelect, Slider, Text, Time)","","Mon Nov 11 21:26:20 GMT 2024","passed","Mon Nov 11 21:26:21 GMT 2024","","Positive tests →","Applet with conditional logic items (SingleSelect, MultiSelect, Slider, Text, Time)",""
"","282","Workspaces managers access tests → Set workspace managers applet access list → 403 Access denied (role = owner)","","Mon Nov 11 21:37:19 GMT 2024","passed","Mon Nov 11 21:37:19 GMT 2024","","Set workspace managers applet access list →","403 Access denied (role = owner)",""
"","310","Workspaces endpoints tests → Workspaces created → Get managers priority role → 200 OK (First applet owner gets role in second user's workspace)","","Mon Nov 11 21:38:15 GMT 2024","passed","Mon Nov 11 21:38:15 GMT 2024","","Get managers priority role →","200 OK (First applet owner gets role in second user's workspace)",""
"","197","Applet Events CRUD tests → Update Applet Event tests → 422 Unprocessable Entity → Update Event with missing endTime (periodicity type: WEEKLY) param","","Mon Nov 11 21:28:07 GMT 2024","passed","Mon Nov 11 21:28:07 GMT 2024","","422 Unprocessable Entity →","Update Event with missing endTime (periodicity type: WEEKLY) param",""
"","3402","Applet builder tests → Create applet → Positive tests → Scores and reports configurations","","Mon Nov 11 21:26:20 GMT 2024","passed","Mon Nov 11 21:26:23 GMT 2024","","Positive tests →","Scores and reports configurations",""
"","261","Administration tests → Organizers tests → View all organizers tests → 403 Forbidden (Editor can NOT view organizers)","","Mon Nov 11 21:34:28 GMT 2024","passed","Mon Nov 11 21:34:28 GMT 2024","","View all organizers tests →","403 Forbidden (Editor can NOT view organizers)",""
"","285","Workspaces managers access tests → Set workspace managers applet access list → 404 Not Found (incorrect managerId)","","Mon Nov 11 21:37:19 GMT 2024","passed","Mon Nov 11 21:37:19 GMT 2024","","Set workspace managers applet access list →","404 Not Found (incorrect managerId)",""
"","191","Applet Events CRUD tests → Update Applet Event tests → 422 Unprocessable Entity → Update Event with missing selectedDate param (periodicity type: ONCE)","","Mon Nov 11 21:28:07 GMT 2024","passed","Mon Nov 11 21:28:07 GMT 2024","","422 Unprocessable Entity →","Update Event with missing selectedDate param (periodicity type: ONCE)",""
"","59","Applets CRUD endpoints tests → Create applet → 401 Unauthorized","","Mon Nov 11 21:26:04 GMT 2024","passed","Mon Nov 11 21:26:04 GMT 2024","","Create applet →","401 Unauthorized",""
"","290","Answer Notes tests → Edit Note tests → 403 Forbidden (Update Note by respondent)","","Mon Nov 11 21:22:04 GMT 2024","passed","Mon Nov 11 21:22:04 GMT 2024","","Edit Note tests →","403 Forbidden (Update Note by respondent)",""
"","269","Workspaces endpoints tests → Workspaces created → Get workspace applet respondent by id → 200 OK (manager)","","Mon Nov 11 21:38:20 GMT 2024","passed","Mon Nov 11 21:38:20 GMT 2024","","Get workspace applet respondent by id →","200 OK (manager)",""
"","261","Invitations endpoints tests → Accept invitation → 404 - non-existent invitation key","","Mon Nov 11 21:32:24 GMT 2024","passed","Mon Nov 11 21:32:24 GMT 2024","","Accept invitation →","404 - non-existent invitation key",""
"","63","Retrieve latest report negative tests → 401 Unauthorized (Get summary latest report with not existing token)","","Mon Nov 11 21:23:25 GMT 2024","passed","Mon Nov 11 21:23:25 GMT 2024","","Retrieve latest report negative tests →","401 Unauthorized (Get summary latest report with not existing token)",""
"","378","Workspaces endpoints tests → Workspaces created → Get workspace Applets → First applet owner gets own applets","","Mon Nov 11 21:38:00 GMT 2024","passed","Mon Nov 11 21:38:00 GMT 2024","","Get workspace Applets →","First applet owner gets own applets",""
"","530","Workspaces endpoints tests → Workspaces created → Get managers priority role → 200 OK (First applet owner gets role in second user's workspace with appletIds filter)","","Mon Nov 11 21:38:15 GMT 2024","passed","Mon Nov 11 21:38:15 GMT 2024","","Get managers priority role →","200 OK (First applet owner gets role in second user's workspace with appletIds filter)",""
