"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","308","Workspaces endpoints tests → Workspaces created → Get workspace applet managers → First workspace applet managers","","Thu Feb 27 00:03:19 GMT 2025","passed","Thu Feb 27 00:03:19 GMT 2025","","Get workspace applet managers →","First workspace applet managers",""
"","269","Administration tests → Transfer ownership of Applet tests → 403 Forbidden (Manager can not transfer ownership)","","Wed Feb 26 23:58:51 GMT 2025","passed","Wed Feb 26 23:58:51 GMT 2025","","Transfer ownership of Applet tests →","403 Forbidden (Manager can not transfer ownership)",""
"","261","Administration tests → Respondents tests → Invite new reviewer for a specific respondent tests → 403 Forbidden (Editor can NOT invite new reviewer for a specific respondent)","","Wed Feb 26 23:59:09 GMT 2025","passed","Wed Feb 26 23:59:09 GMT 2025","","Invite new reviewer for a specific respondent tests →","403 Forbidden (Editor can NOT invite new reviewer for a specific respondent)",""
"","284","Workspaces endpoints tests → Workspaces created → Get workspace applet respondent by id → 404 not found (invalid workspace id)","","Thu Feb 27 00:03:27 GMT 2025","passed","Thu Feb 27 00:03:27 GMT 2025","","Get workspace applet respondent by id →","404 not found (invalid workspace id)",""
"","575","Invitations endpoints tests → Send invitation → Invitation Managers Send → 200 OK (send to unregistered user) Role = editor","","Wed Feb 26 23:57:09 GMT 2025","passed","Wed Feb 26 23:57:09 GMT 2025","","200 OK (send to unregistered user)","Role = editor",""
"","2536","""Subjects"" endpoints CRUD tests → Delete subjects 200 OK: manager","","Thu Feb 27 00:00:10 GMT 2025","passed","Thu Feb 27 00:00:12 GMT 2025","","Delete subjects","200 OK: manager",""
"","361","Applet ""Transfer Ownership"" scenario tests → Transfer Decline → Second receiver can accept transfer request","","Wed Feb 26 23:53:58 GMT 2025","passed","Wed Feb 26 23:53:58 GMT 2025","","Transfer Decline →","Second receiver can accept transfer request",""
"","437","Applet Events scenario tests → End-To-End scenario (General scheduled activity Event)","","Wed Feb 26 23:53:06 GMT 2025","failed","Wed Feb 26 23:53:06 GMT 2025","","Applet Events scenario tests →","End-To-End scenario (General scheduled activity Event)",""
"","377","Workspaces endpoints tests → Workspaces created → Pin user (respondent) on workspace → 403 Forbidden (invalid respondent_id)","","Thu Feb 27 00:03:23 GMT 2025","passed","Thu Feb 27 00:03:23 GMT 2025","","Pin user (respondent) on workspace →","403 Forbidden (invalid respondent_id)",""
"","150","Duplicate Applet endpoint tests → 422 missing attribute (displayName)","","Wed Feb 26 23:51:50 GMT 2025","passed","Wed Feb 26 23:51:50 GMT 2025","","Duplicate Applet endpoint tests →","422 missing attribute (displayName)",""
