"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","153","Access link tests → Create Access link tests → 422 Unprocessable Entity (Create Access link without required param)","","Sat Nov 30 20:35:13 GMT 2024","passed","Sat Nov 30 20:35:13 GMT 2024","","Create Access link tests →","422 Unprocessable Entity (Create Access link without required param)",""
"","273","Workspaces endpoints tests → Workspaces created → Search workspace Applets → 200 OK (no result)","","Sat Nov 30 20:46:27 GMT 2024","passed","Sat Nov 30 20:46:27 GMT 2024","","Search workspace Applets →","200 OK (no result)",""
"","1285","Applet builder tests → Create applet → Positive tests → Multiple activity with single item in each","","Sat Nov 30 20:35:37 GMT 2024","passed","Sat Nov 30 20:35:38 GMT 2024","","Positive tests →","Multiple activity with single item in each",""
"","220","""Themes"" endpoints tests → Update Theme → 200 OK","","Sat Nov 30 20:44:08 GMT 2024","passed","Sat Nov 30 20:44:08 GMT 2024","","Update Theme →","200 OK",""
"","257","Answers CRUD tests → Answers handling after invitation acceptance by respondent → Create Answer tests → 422 Unprocessable Entity → Create Answer with missing itemIds param","","Sat Nov 30 20:33:41 GMT 2024","passed","Sat Nov 30 20:33:41 GMT 2024","","422 Unprocessable Entity →","Create Answer with missing itemIds param",""
"","20","Applet Events CRUD tests → Delete individual scheduled Applet Events negative tests → 401 Unauthorized (Delete scheduled Events of a particular user with not existing appletOwnerToken)","","Sat Nov 30 20:37:21 GMT 2024","passed","Sat Nov 30 20:37:21 GMT 2024","","Delete individual scheduled Applet Events negative tests →","401 Unauthorized (Delete scheduled Events of a particular user with not existing appletOwnerToken)",""
"","384","Invitations scenario tests → Accept invitation positive flow → Invited user accepts invitation","","Sat Nov 30 20:40:42 GMT 2024","passed","Sat Nov 30 20:40:42 GMT 2024","","Accept invitation positive flow →","Invited user accepts invitation",""
"","373","Invitations endpoints tests → Send invitation → Invitation Respondent Send → 200 OK (send to unregistered user) All properties, language: en","","Sat Nov 30 20:41:18 GMT 2024","passed","Sat Nov 30 20:41:18 GMT 2024","","200 OK (send to unregistered user)","All properties, language: en",""
"","271","Invitations endpoints tests → Get invitations → Invitation created → Get invitations for invitor → 200 OK (non-empty list)","","Sat Nov 30 20:41:10 GMT 2024","passed","Sat Nov 30 20:41:10 GMT 2024","","Get invitations for invitor →","200 OK (non-empty list)",""
"","18","""Authentication"" endpoints tests → Delete Token → 401 Unauthorized (non-existent token)","","Sat Nov 30 20:39:44 GMT 2024","passed","Sat Nov 30 20:39:44 GMT 2024","","Delete Token →","401 Unauthorized (non-existent token)",""
"","254","Workspaces endpoints tests → Workspaces created → Get workspace Applets → Test for filters (query params) → Ordering","","Sat Nov 30 20:46:26 GMT 2024","passed","Sat Nov 30 20:46:26 GMT 2024","","Test for filters (query params) →","Ordering",""
"","279","""Workspace Folders"" endpoints tests → Workspace is created → Pin/Unpin Folder → Unpin Folder → 204 OK","","Sat Nov 30 20:45:18 GMT 2024","passed","Sat Nov 30 20:45:18 GMT 2024","","Unpin Folder →","204 OK",""
"","354","Applet Library tests → Applet is added to the library → Get Library items list 200 OK (search by keywords)","","Sat Nov 30 20:35:05 GMT 2024","passed","Sat Nov 30 20:35:05 GMT 2024","","Get Library items list","200 OK (search by keywords)",""
"","302","Activity Assessment & Review CRUD tests → Get Assessment & Review tests → Get Assessment tests → 200 OK (no Assessment data)","","Sat Nov 30 20:34:08 GMT 2024","passed","Sat Nov 30 20:34:08 GMT 2024","","Get Assessment tests →","200 OK (no Assessment data)",""
"","284","Get applet completed activities tests → 200 OK (empty): no answers submitted yet","","Sat Nov 30 20:31:52 GMT 2024","passed","Sat Nov 30 20:31:52 GMT 2024","","Get applet completed activities tests →","200 OK (empty): no answers submitted yet",""
"","719","Invitations scenario tests → Re-send invitation flow → Invitation is re-sent","","Sat Nov 30 20:40:52 GMT 2024","passed","Sat Nov 30 20:40:52 GMT 2024","","Re-send invitation flow →","Invitation is re-sent",""
"","336","Administration tests → Organizers tests → View all organizers tests → 200 OK (Manager can view organizers)","","Sat Nov 30 20:43:07 GMT 2024","passed","Sat Nov 30 20:43:07 GMT 2024","","View all organizers tests →","200 OK (Manager can view organizers)",""
"","118","Invitations endpoints tests → Send invitation → Invitation Respondent Send → 422 Missing attributes Missing secretUserId","","Sat Nov 30 20:41:20 GMT 2024","passed","Sat Nov 30 20:41:20 GMT 2024","","422 Missing attributes","Missing secretUserId",""
"","145","Applet public access tests → Get public applet by key → 200 OK","","Sat Nov 30 20:38:04 GMT 2024","passed","Sat Nov 30 20:38:04 GMT 2024","","Get public applet by key →","200 OK",""
"","238","""Subjects"" endpoints CRUD tests → Delete subjects 403: Forbidden","","Sat Nov 30 20:44:03 GMT 2024","passed","Sat Nov 30 20:44:03 GMT 2024","","Delete subjects","403: Forbidden",""
"","893","Delete Subjects (remove applet access) tests → 200 OK: remove manager from respondents list and verify he remains in managers list","","Sat Nov 30 20:43:35 GMT 2024","passed","Sat Nov 30 20:43:35 GMT 2024","","Delete Subjects (remove applet access) tests →","200 OK: remove manager from respondents list and verify he remains in managers list",""
"","261","Delete User tests → 401 Unauthorized (Delete User with not existing token)","","Sat Nov 30 20:44:14 GMT 2024","passed","Sat Nov 30 20:44:14 GMT 2024","","Delete User tests →","401 Unauthorized (Delete User with not existing token)",""
"","612","Delete and remove individual Events scenario tests → Remove individual scheduled user Events scenario tests → Third respondent should have general Always Available activity/flow Events after removal of individual scheduled activity Event","","Sat Nov 30 20:36:45 GMT 2024","passed","Sat Nov 30 20:36:45 GMT 2024","","Remove individual scheduled user Events scenario tests →","Third respondent should have general Always Available activity/flow Events after removal of individual scheduled activity Event",""
"","196","Activity Assignments tests → Negative tests → Create Assignments → 404 Not Found: applet","","Sat Nov 30 20:31:37 GMT 2024","passed","Sat Nov 30 20:31:37 GMT 2024","","Create Assignments →","404 Not Found: applet",""
"","217","Multiinformant assessment validate tests → 200 OK: sourceSubjectId = limited account","","Sat Nov 30 20:34:34 GMT 2024","passed","Sat Nov 30 20:34:34 GMT 2024","","Multiinformant assessment validate tests →","200 OK: sourceSubjectId = limited account",""
"","250","Invitations scenario tests → Accept invitation positive flow → Invited user can't see invitation anymore","","Sat Nov 30 20:40:42 GMT 2024","passed","Sat Nov 30 20:40:42 GMT 2024","","Accept invitation positive flow →","Invited user can't see invitation anymore",""
"","236","Activity Assessment & Review CRUD tests → Get Assessment & Review tests → Get Reviews tests → 404 Not Found (Get Review of not existing Answer)","","Sat Nov 30 20:34:09 GMT 2024","passed","Sat Nov 30 20:34:09 GMT 2024","","Get Reviews tests →","404 Not Found (Get Review of not existing Answer)",""
"","227","Applet ""Transfer Ownership"" endpoints tests → Transfer Decline → 204 OK","","Sat Nov 30 20:39:12 GMT 2024","passed","Sat Nov 30 20:39:12 GMT 2024","","Transfer Decline →","204 OK",""
"","299","Activity Assessment & Review CRUD tests → Get Assessment & Review tests → Assessment has been submitted → 200 OK (Get Review)","","Sat Nov 30 20:34:10 GMT 2024","passed","Sat Nov 30 20:34:10 GMT 2024","","Assessment has been submitted →","200 OK (Get Review)",""
"","492","Workspaces endpoints tests → Workspaces created → Update workspace applet respondent → 400 Bad Request (not unique secretUserId)","","Sat Nov 30 20:46:43 GMT 2024","passed","Sat Nov 30 20:46:43 GMT 2024","","Update workspace applet respondent →","400 Bad Request (not unique secretUserId)",""
