"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 24 15:13:26 GMT 2024","Fri May 24 15:13:26 GMT 2024","280","","400 / 422 Bad Request →","","Missing retention","","Applets ""retentions"" endpoint tests → 400 / 422 Bad Request → Missing retention",""
"passed","Fri May 24 15:27:15 GMT 2024","Fri May 24 15:27:15 GMT 2024","405","","Negative tests →","","403 Forbidden (invalid applet id)","","Workspaces endpoints tests → Workspaces created → Get workspace applet respondents → Negative tests → 403 Forbidden (invalid applet id)",""
"passed","Fri May 24 15:16:40 GMT 2024","Fri May 24 15:16:41 GMT 2024","1133","","Transfer Decline →","","Applet owner should remain the same after first user has declined transfer request","","Applet ""Transfer Ownership"" scenario tests → Transfer Decline → Applet owner should remain the same after first user has declined transfer request",""
"passed","Fri May 24 15:14:55 GMT 2024","Fri May 24 15:14:55 GMT 2024","330","","Create cross-day events tests →","","422 (Cross-day Event with MONTHLY periodicity type and availability range: 23:59:00-23:59:00)","","Applet Events CRUD tests → Create cross-day events tests → 422 (Cross-day Event with MONTHLY periodicity type and availability range: 23:59:00-23:59:00)",""
"passed","Fri May 24 15:10:25 GMT 2024","Fri May 24 15:10:25 GMT 2024","463","","Switch to a new assessment version","","Get Assessment info after switching to a new assessment version","","Get Assessment & Review of updated activity tests → Switch to a new assessment version Get Assessment info after switching to a new assessment version",""
"passed","Fri May 24 15:11:23 GMT 2024","Fri May 24 15:11:23 GMT 2024","931","","Update Library item →","","400 Bad Request (not unique name)","","Applet Library tests → Applet is added to the library → Update Library item → 400 Bad Request (not unique name)",""
"passed","Fri May 24 15:23:13 GMT 2024","Fri May 24 15:23:13 GMT 2024","410","","Invite new respondent tests →","","403 Forbidden (Editor can NOT invite new respondent)","","Administration tests → Respondents tests → Invite new respondent tests → 403 Forbidden (Editor can NOT invite new respondent)",""
"passed","Fri May 24 15:21:37 GMT 2024","Fri May 24 15:21:37 GMT 2024","297","","422 Missing attributes","","Missing secretUserId","","Invitations endpoints tests → Send invitation → Invitation Respondent Send → 422 Missing attributes Missing secretUserId",""
"passed","Fri May 24 15:27:11 GMT 2024","Fri May 24 15:27:11 GMT 2024","454","","Get workspace respondents →","","First workspace respondents","","Workspaces endpoints tests → Workspaces created → Get workspace respondents → First workspace respondents",""
"passed","Fri May 24 15:13:28 GMT 2024","Fri May 24 15:13:28 GMT 2024","341","","Duplicate Applet endpoint tests →","","404 (incorrect appletId)","","Duplicate Applet endpoint tests → 404 (incorrect appletId)",""
"passed","Fri May 24 15:23:08 GMT 2024","Fri May 24 15:23:08 GMT 2024","366","","View all organizers tests →","","403 Forbidden (Respondent can NOT view organizers)","","Administration tests → Organizers tests → View all organizers tests → 403 Forbidden (Respondent can NOT view organizers)",""
"passed","Fri May 24 15:23:29 GMT 2024","Fri May 24 15:23:29 GMT 2024","995","","Update Applet in workspace of Applet owner tests →","","200 OK (Manager can update Applet)","","Administration tests → Applets tests → Update Applet in workspace of Applet owner tests → 200 OK (Manager can update Applet)",""
"passed","Fri May 24 15:14:47 GMT 2024","Fri May 24 15:14:47 GMT 2024","351","","Remove individual scheduled Applet Events negative tests →","","404 Not Found (Remove scheduled Events of a particular user with not existing Applet)","","Applet Events CRUD tests → Remove individual scheduled Applet Events negative tests → 404 Not Found (Remove scheduled Events of a particular user with not existing Applet)",""
"passed","Fri May 24 15:16:21 GMT 2024","Fri May 24 15:16:21 GMT 2024","418","","Applets ""report configuration"" endpoint tests →","","404 Not Found (invalid applet id)","","Applets ""report configuration"" endpoint tests → 404 Not Found (invalid applet id)",""
"passed","Fri May 24 15:14:31 GMT 2024","Fri May 24 15:14:31 GMT 2024","605","","Update Applet Event tests →","","200 OK (Update general scheduled activity Event - set new start time and change periodicity type)","","Applet Events CRUD tests → Update Applet Event tests → 200 OK (Update general scheduled activity Event - set new start time and change periodicity type)",""
"passed","Fri May 24 15:22:59 GMT 2024","Fri May 24 15:22:59 GMT 2024","507","","Invite new organizer tests →","","200 Ok (Coordinator can invite reviewer for a specific respondent)","","Administration tests → Organizers tests → Invite new organizer tests → 200 Ok (Coordinator can invite reviewer for a specific respondent)",""
"passed","Fri May 24 15:11:20 GMT 2024","Fri May 24 15:11:20 GMT 2024","587","","Get Library items list","","200 OK (get the whole list)","","Applet Library tests → Applet is added to the library → Get Library items list 200 OK (get the whole list)",""
"passed","Fri May 24 15:22:59 GMT 2024","Fri May 24 15:23:00 GMT 2024","1672","","Invite new organizer tests →","","403 Forbidden (Editor can NOT invite manager, coordinator, editor, reviewer)","","Administration tests → Organizers tests → Invite new organizer tests → 403 Forbidden (Editor can NOT invite manager, coordinator, editor, reviewer)",""
"passed","Fri May 24 15:27:12 GMT 2024","Fri May 24 15:27:12 GMT 2024","516","","Test for filters (query params) →","","Search by secretUserId","","Workspaces endpoints tests → Workspaces created → Get workspace respondents → Test for filters (query params) → Search by secretUserId",""
"passed","Fri May 24 15:20:56 GMT 2024","Fri May 24 15:20:57 GMT 2024","1043","","Decline invitation positive flow →","","Invitor can see invitation before it declined","","Invitations scenario tests → Decline invitation positive flow → Invitor can see invitation before it declined",""
"passed","Fri May 24 15:08:25 GMT 2024","Fri May 24 15:08:25 GMT 2024","510","","Get exported data & dates after answer submit →","","200 OK: empty list (Get exported data by coordinator)","","Get submit dates & exported Answers data tests → Get exported data & dates after answer submit → 200 OK: empty list (Get exported data by coordinator)",""
"passed","Fri May 24 15:21:54 GMT 2024","Fri May 24 15:21:54 GMT 2024","139","","Accept Public invitation tests →","","401 Unauthorized (Accept invitation with not existing token)","","Applet public links tests → Accept Public invitation tests → 401 Unauthorized (Accept invitation with not existing token)",""
"passed","Fri May 24 15:27:25 GMT 2024","Fri May 24 15:27:26 GMT 2024","1001","","Pin user (respondent) on workspace →","","200 OK","","Workspaces endpoints tests → Workspaces created → Pin user (respondent) on workspace → 200 OK",""
"passed","Fri May 24 15:14:55 GMT 2024","Fri May 24 15:14:55 GMT 2024","267","","Create cross-day events tests →","","422 (Cross-day Event with ONCE periodicity type and availability range: 15:30:00-15:30:00)","","Applet Events CRUD tests → Create cross-day events tests → 422 (Cross-day Event with ONCE periodicity type and availability range: 15:30:00-15:30:00)",""
"passed","Fri May 24 15:11:22 GMT 2024","Fri May 24 15:11:22 GMT 2024","417","","Check Library item name →","","200 OK: new unique name","","Applet Library tests → Applet is added to the library → Check Library item name → 200 OK: new unique name",""
"passed","Fri May 24 15:17:33 GMT 2024","Fri May 24 15:17:33 GMT 2024","389","","Remove Activity →","","Get applet versions","","Applet versions endpoints tests → Update Applet → Add Activity → Remove Activity → Get applet versions",""
"passed","Fri May 24 15:14:25 GMT 2024","Fri May 24 15:14:25 GMT 2024","359","","Delete scheduled Applet Event by Id tests →","","404 Not Found (Delete individual scheduled activity Event with not existing Id)","","Applet Events CRUD tests → Delete scheduled Applet Event by Id tests → 404 Not Found (Delete individual scheduled activity Event with not existing Id)",""
"passed","Fri May 24 15:10:40 GMT 2024","Fri May 24 15:10:40 GMT 2024","446","","Submit Assessment tests →","","201 Submit Assessment","","Activity Assessment & Review CRUD tests → Submit Assessment tests → 201 Submit Assessment",""
"passed","Fri May 24 15:14:25 GMT 2024","Fri May 24 15:14:25 GMT 2024","331","","Delete scheduled Applet Event by Id tests →","","404 Not Found (Delete individual scheduled activity Event of not existing Applet)","","Applet Events CRUD tests → Delete scheduled Applet Event by Id tests → 404 Not Found (Delete individual scheduled activity Event of not existing Applet)",""
"passed","Fri May 24 15:07:47 GMT 2024","Fri May 24 15:07:47 GMT 2024","410","","Get applet completed activities tests →","","200 OK (empty): no answers submitted yet","","Get applet completed activities tests → 200 OK (empty): no answers submitted yet",""
"passed","Fri May 24 15:12:51 GMT 2024","Fri May 24 15:12:51 GMT 2024","352","","Negative tests →","","Slider item with incorrect responseValues","","Applet builder tests → Create applet → Negative tests → Slider item with incorrect responseValues",""
"passed","Fri May 24 15:24:36 GMT 2024","Fri May 24 15:24:36 GMT 2024","150","","422 Unprocessable Entity","","Approve user password recovery with missing password param","","User Password tests → Password recovery approve tests → 422 Unprocessable Entity Approve user password recovery with missing password param",""
"passed","Fri May 24 15:08:32 GMT 2024","Fri May 24 15:08:35 GMT 2024","3811","","Create Answers for different item types tests →","","Slider item","","Create Answers for different item types tests → Slider item",""
"passed","Fri May 24 15:26:39 GMT 2024","Fri May 24 15:26:39 GMT 2024","369","","Get workspace applets →","","404 Not found (non-existent ownerId)","","Workspaces endpoints tests → Empty workspaces → Get workspace applets → 404 Not found (non-existent ownerId)",""
"passed","Fri May 24 15:07:42 GMT 2024","Fri May 24 15:07:42 GMT 2024","377","","Delete Note tests →","","404 Not Found (Delete Note of not existing Answer)","","Answer Notes tests → Delete Note tests → 404 Not Found (Delete Note of not existing Answer)",""
"passed","Fri May 24 15:14:01 GMT 2024","Fri May 24 15:14:01 GMT 2024","278","","422 Unprocessable Entity →","","Create Event with missing selectedDate param (periodicity type: MONTHLY)","","Applet Events CRUD tests → Create Events tests → 422 Unprocessable Entity → Create Event with missing selectedDate param (periodicity type: MONTHLY)",""
"passed","Fri May 24 15:08:31 GMT 2024","Fri May 24 15:08:31 GMT 2024","465","","Get dates after Answer submit →","","200 OK (Get all submit dates)","","Get submit dates & exported Answers data tests → Get exported data & dates after answer submit → Get dates after Answer submit → 200 OK (Get all submit dates)",""
"passed","Fri May 24 15:21:41 GMT 2024","Fri May 24 15:21:41 GMT 2024","445","","200 OK (send to unregistered user)","","All properties, language: en","","Invitations endpoints tests → Send invitation → Invitation Reviewer Send → 200 OK (send to unregistered user) All properties, language: en",""
"failed","Fri May 24 15:16:49 GMT 2024","Fri May 24 15:16:49 GMT 2024","267","","Transfer Ownership to unregistered user →","","New user can accept transfer request after registration","","Applet ""Transfer Ownership"" scenario tests → Transfer Ownership to unregistered user → New user can accept transfer request after registration",""
"passed","Fri May 24 15:25:30 GMT 2024","Fri May 24 15:25:31 GMT 2024","1110","","Unpin Folder →","","400 (applet not in folder)","","""Workspace Folders"" endpoints tests → Workspace is created → Pin/Unpin Folder → Unpin Folder → 400 (applet not in folder)",""
"failed","Fri May 24 15:19:36 GMT 2024","Fri May 24 15:19:43 GMT 2024","7210","","Check logs existence →","","200 OK (multiple files, uploaded = false)","","Logs upload/download tests → Check logs existence → 200 OK (multiple files, uploaded = false)",""
"passed","Fri May 24 15:26:07 GMT 2024","Fri May 24 15:26:07 GMT 2024","452","","Set workspace managers applet access list →","","403 Access denied (role = super_admin)","","Workspaces managers access tests → Set workspace managers applet access list → 403 Access denied (role = super_admin)",""
"passed","Fri May 24 15:26:14 GMT 2024","Fri May 24 15:26:14 GMT 2024","317","","Remove manager access →","","422 Missing attribute (userId)","","Workspaces managers access tests → Remove manager access → 422 Missing attribute (userId)",""
"passed","Fri May 24 15:27:30 GMT 2024","Fri May 24 15:27:30 GMT 2024","381","","Get workspace applet respondent by id →","","404 not found (invalid applet id)","","Workspaces endpoints tests → Workspaces created → Get workspace applet respondent by id → 404 not found (invalid applet id)",""
"passed","Fri May 24 15:14:01 GMT 2024","Fri May 24 15:14:01 GMT 2024","260","","422 Unprocessable Entity →","","Create Event with missing selectedDate param (periodicity type: ONCE)","","Applet Events CRUD tests → Create Events tests → 422 Unprocessable Entity → Create Event with missing selectedDate param (periodicity type: ONCE)",""
"passed","Fri May 24 15:27:14 GMT 2024","Fri May 24 15:27:14 GMT 2024","411","","Get workspace applet respondents →","","Second workspace second applet respondents","","Workspaces endpoints tests → Workspaces created → Get workspace applet respondents → Second workspace second applet respondents",""
"passed","Fri May 24 15:26:07 GMT 2024","Fri May 24 15:26:07 GMT 2024","377","","Set workspace managers applet access list →","","400 Bad Request (empty respondents list for reviewer)","","Workspaces managers access tests → Set workspace managers applet access list → 400 Bad Request (empty respondents list for reviewer)",""
"passed","Fri May 24 15:13:28 GMT 2024","Fri May 24 15:13:28 GMT 2024","153","","Duplicate Applet endpoint tests →","","401 Unauthorized","","Duplicate Applet endpoint tests → 401 Unauthorized",""
"passed","Fri May 24 15:20:56 GMT 2024","Fri May 24 15:20:56 GMT 2024","396","","Decline invitation positive flow →","","Invited user can retrieve invitation","","Invitations scenario tests → Decline invitation positive flow → Invited user can retrieve invitation",""
"passed","Fri May 24 15:27:25 GMT 2024","Fri May 24 15:27:25 GMT 2024","151","","Pin user (respondent) on workspace →","","401 Unauthorized","","Workspaces endpoints tests → Workspaces created → Pin user (respondent) on workspace → 401 Unauthorized",""
"passed","Fri May 24 15:14:45 GMT 2024","Fri May 24 15:14:45 GMT 2024","152","","Delete individual scheduled Applet Events negative tests →","","401 Unauthorized (Delete scheduled Events of a particular user with not existing appletOwnerToken)","","Applet Events CRUD tests → Delete individual scheduled Applet Events negative tests → 401 Unauthorized (Delete scheduled Events of a particular user with not existing appletOwnerToken)",""
"passed","Fri May 24 15:08:32 GMT 2024","Fri May 24 15:08:35 GMT 2024","3054","","Create Answers for different item types tests →","","SingleSelect item","","Create Answers for different item types tests → SingleSelect item",""
"failed","Fri May 24 15:20:05 GMT 2024","Fri May 24 15:20:17 GMT 2024","12202","","Logs uploaded →","","200 OK (2 files uploaded)","","Logs upload/download tests → Check logs existence → Logs uploaded → 200 OK (2 files uploaded)",""
"failed","Fri May 24 15:19:36 GMT 2024","Fri May 24 15:19:43 GMT 2024","7817","","Check logs existence →","","200 OK (uploaded = false)","","Logs upload/download tests → Check logs existence → 200 OK (uploaded = false)",""
"passed","Fri May 24 15:14:55 GMT 2024","Fri May 24 15:14:55 GMT 2024","256","","Create cross-day events tests →","","422 (Cross-day Event with WEEKDAYS periodicity type and availability range: 00:00:00-00:00:00)","","Applet Events CRUD tests → Create cross-day events tests → 422 (Cross-day Event with WEEKDAYS periodicity type and availability range: 00:00:00-00:00:00)",""
"passed","Fri May 24 15:15:58 GMT 2024","Fri May 24 15:15:58 GMT 2024","149","","Remove respondent access tests →","","401 Unauthorized","","Remove respondent access tests → 401 Unauthorized",""
"passed","Fri May 24 15:17:19 GMT 2024","Fri May 24 15:17:19 GMT 2024","396","","Applets ""unique_name"" endpoint tests →","","200 OK: not unique name (case insensitive)","","Applets ""unique_name"" endpoint tests → 200 OK: not unique name (case insensitive)",""
"passed","Fri May 24 15:08:32 GMT 2024","Fri May 24 15:08:35 GMT 2024","3059","","Create Answers for different item types tests →","","Touch performance task","","Create Answers for different item types tests → Touch performance task",""
"passed","Fri May 24 15:14:34 GMT 2024","Fri May 24 15:14:34 GMT 2024","263","","422 Unprocessable Entity →","","Update Event with missing endTime (periodicity type: WEEKLY) param","","Applet Events CRUD tests → Update Applet Event tests → 422 Unprocessable Entity → Update Event with missing endTime (periodicity type: WEEKLY) param",""
"passed","Fri May 24 15:26:56 GMT 2024","Fri May 24 15:26:56 GMT 2024","406","","Get user workspaces →","","First applet owner","","Workspaces endpoints tests → Workspaces created → Get user workspaces → First applet owner",""
