"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 20 03:32:06 GMT 2024","Fri Sep 20 03:32:06 GMT 2024","285","","200 OK →","","1 indefinitely","","Applets ""retentions"" endpoint tests → 200 OK → 1 indefinitely",""
"passed","Fri Sep 20 03:32:31 GMT 2024","Fri Sep 20 03:32:31 GMT 2024","205","","Create Events tests →","","404 Not Found (Create general scheduled activity Event for not existing Applet)","","Applet Events CRUD tests → Create Events tests → 404 Not Found (Create general scheduled activity Event for not existing Applet)",""
"passed","Fri Sep 20 03:41:42 GMT 2024","Fri Sep 20 03:41:42 GMT 2024","149","","Set workspace managers applet access list →","","422 Unprocessable entity (empty body)","","Workspaces managers access tests → Set workspace managers applet access list → 422 Unprocessable entity (empty body)",""
"passed","Fri Sep 20 03:36:28 GMT 2024","Fri Sep 20 03:36:28 GMT 2024","171","","Media URL","","422 Unprocessable entity (empty body)","","Files upload/download directly to S3 bucket tests → Generate presigned links EPs negative tests Media URL 422 Unprocessable entity (empty body)",""
"passed","Fri Sep 20 03:38:19 GMT 2024","Fri Sep 20 03:38:19 GMT 2024","709","","Send shell account invitation to an existing respondent →","","Verify 2 or more shell accounts invitations can be sent to the same email","","Shell account invitation scenario tests → Send shell account invitation to an existing respondent → Verify 2 or more shell accounts invitations can be sent to the same email",""
"passed","Fri Sep 20 03:34:27 GMT 2024","Fri Sep 20 03:34:33 GMT 2024","6419","","Transfer Decline →","","Send transfer request to two different users","","Applet ""Transfer Ownership"" scenario tests → Transfer Decline → Send transfer request to two different users",""
"passed","Fri Sep 20 03:37:04 GMT 2024","Fri Sep 20 03:37:04 GMT 2024","232","","Decline invitation →","","200 OK","","Invitations endpoints tests → Decline invitation → 200 OK",""
"passed","Fri Sep 20 03:37:11 GMT 2024","Fri Sep 20 03:37:11 GMT 2024","159","","422 Missing attributes","","Missing firstName","","Invitations endpoints tests → Send invitation → Invitation Respondent Send → 422 Missing attributes Missing firstName",""
"failed","Fri Sep 20 03:31:28 GMT 2024","Fri Sep 20 03:31:29 GMT 2024","1049","","Positive tests →","","Applet with all hidden activities","","Applet builder tests → Create applet → Positive tests → Applet with all hidden activities",""
"passed","Fri Sep 20 03:42:41 GMT 2024","Fri Sep 20 03:42:41 GMT 2024","232","","Update workspace applet respondent →","","404 Not Found (invalid workspace id)","","Workspaces endpoints tests → Workspaces created → Update workspace applet respondent → 404 Not Found (invalid workspace id)",""
"passed","Fri Sep 20 03:27:25 GMT 2024","Fri Sep 20 03:27:25 GMT 2024","288","","Create Notes tests →","","404 Not Found (Create Note for not existing activity)","","Answer Notes tests → Create Notes tests → 404 Not Found (Create Note for not existing activity)",""
"passed","Fri Sep 20 03:37:26 GMT 2024","Fri Sep 20 03:37:26 GMT 2024","498","","Invite Shell account →","","200 OK","","Invitations endpoints tests → Invite Shell account → 200 OK",""
"passed","Fri Sep 20 03:37:31 GMT 2024","Fri Sep 20 03:37:31 GMT 2024","448","","Accept Public invitation tests →","","Status of Public Invitation has not changed after its acceptance","","Applet public links tests → Accept Public invitation tests → Status of Public Invitation has not changed after its acceptance",""
"passed","Fri Sep 20 03:29:22 GMT 2024","Fri Sep 20 03:29:22 GMT 2024","347","","422 Unprocessable Entity →","","Create Answer with missing version param","","Answers CRUD tests → Answers handling after invitation acceptance by respondent → Create Answer tests → 422 Unprocessable Entity → Create Answer with missing version param",""
"passed","Fri Sep 20 03:37:54 GMT 2024","Fri Sep 20 03:37:54 GMT 2024","301","","Accept invitation by unregistered user →","","Verify shell account is in pending status in the list of respondents","","Shell account invitation scenario tests → Accept invitation by unregistered user → Verify shell account is in pending status in the list of respondents",""
"passed","Fri Sep 20 03:42:38 GMT 2024","Fri Sep 20 03:42:38 GMT 2024","177","","Pin user (manager) on workspace →","","403 Forbidden (invalid manager_id)","","Workspaces endpoints tests → Workspaces created → Pin user (manager) on workspace → 403 Forbidden (invalid manager_id)",""
"passed","Fri Sep 20 03:33:50 GMT 2024","Fri Sep 20 03:33:50 GMT 2024","104","","Create anonymous answer","","422 Unprocessable entity (missing answer)","","Applet public access tests → Create anonymous answer 422 Unprocessable entity (missing answer)",""
"passed","Fri Sep 20 03:39:02 GMT 2024","Fri Sep 20 03:39:02 GMT 2024","243","","Invite new respondent tests →","","403 Forbidden (Editor can NOT invite new respondent)","","Administration tests → Respondents tests → Invite new respondent tests → 403 Forbidden (Editor can NOT invite new respondent)",""
"passed","Fri Sep 20 03:33:09 GMT 2024","Fri Sep 20 03:33:09 GMT 2024","134","","Create cross-day events tests →","","422 (Cross-day Event with ONCE periodicity type and availability range: 15:30:00-15:30:00)","","Applet Events CRUD tests → Create cross-day events tests → 422 (Cross-day Event with ONCE periodicity type and availability range: 15:30:00-15:30:00)",""
"passed","Fri Sep 20 03:35:38 GMT 2024","Fri Sep 20 03:35:38 GMT 2024","665","","OpenAPI auth →","","200 OK","","""Authentication"" endpoints tests → OpenAPI auth → 200 OK",""
"passed","Fri Sep 20 03:30:14 GMT 2024","Fri Sep 20 03:30:14 GMT 2024","28","","Get Identifiers tests →","","401 Unauthorized (Get identifiers with not existing token)","","Activity Versions & Identifiers tests → Get Identifiers tests → 401 Unauthorized (Get identifiers with not existing token)",""
"passed","Fri Sep 20 03:28:47 GMT 2024","Fri Sep 20 03:28:53 GMT 2024","6900","","Answers scenario tests →","","New Applet owner should be able to see Answers of respondent after transferring ownership to another user","","Answers scenario tests → New Applet owner should be able to see Answers of respondent after transferring ownership to another user",""
"passed","Fri Sep 20 03:40:07 GMT 2024","Fri Sep 20 03:40:07 GMT 2024","26","","422 Unprocessable Entity","","Create user with empty password param","","Create User tests → 422 Unprocessable Entity Create user with empty password param",""
"passed","Fri Sep 20 03:32:07 GMT 2024","Fri Sep 20 03:32:07 GMT 2024","128","","400 / 422 Bad Request →","","Invalid retention value","","Applets ""retentions"" endpoint tests → 400 / 422 Bad Request → Invalid retention value",""
"passed","Fri Sep 20 03:28:41 GMT 2024","Fri Sep 20 03:28:41 GMT 2024","19","","Retrieve latest report negative tests →","","401 Unauthorized (Get summary latest report with not existing token)","","Retrieve latest report negative tests → 401 Unauthorized (Get summary latest report with not existing token)",""
"passed","Fri Sep 20 03:40:07 GMT 2024","Fri Sep 20 03:40:07 GMT 2024","24","","422 Unprocessable Entity","","Create user with missing lastName param","","Create User tests → 422 Unprocessable Entity Create user with missing lastName param",""
"passed","Fri Sep 20 03:42:35 GMT 2024","Fri Sep 20 03:42:35 GMT 2024","210","","Negative tests →","","403 Forbidden (invalid applet id)","","Workspaces endpoints tests → Workspaces created → Get workspace applet managers → Negative tests → 403 Forbidden (invalid applet id)",""
"passed","Fri Sep 20 03:37:21 GMT 2024","Fri Sep 20 03:37:21 GMT 2024","119","","422 Missing attributes","","Missing email","","Invitations endpoints tests → Send invitation → Invitation Managers Send → 422 Missing attributes Missing email",""
"passed","Fri Sep 20 03:39:04 GMT 2024","Fri Sep 20 03:39:04 GMT 2024","360","","View all respondents tests →","","200 OK (Applet owner can view all respondents)","","Administration tests → Respondents tests → View all respondents tests → 200 OK (Applet owner can view all respondents)",""
"passed","Fri Sep 20 03:38:58 GMT 2024","Fri Sep 20 03:38:58 GMT 2024","227","","View all organizers tests →","","403 Forbidden (Editor can NOT view organizers)","","Administration tests → Organizers tests → View all organizers tests → 403 Forbidden (Editor can NOT view organizers)",""
"passed","Fri Sep 20 03:27:33 GMT 2024","Fri Sep 20 03:27:33 GMT 2024","220","","Get applet completed activities tests →","","422 Unprocessable entity: invalid query params","","Get applet completed activities tests → 422 Unprocessable entity: invalid query params",""
"passed","Fri Sep 20 03:37:31 GMT 2024","Fri Sep 20 03:37:32 GMT 2024","1636","","Accept Public invitation tests →","","200 OK (any other user can also accept public link invitation)","","Applet public links tests → Accept Public invitation tests → 200 OK (any other user can also accept public link invitation)",""
"passed","Fri Sep 20 03:30:53 GMT 2024","Fri Sep 20 03:30:53 GMT 2024","190","","Update Library item →","","403 Forbidden","","Applet Library tests → Applet is added to the library → Update Library item → 403 Forbidden",""
"passed","Fri Sep 20 03:35:32 GMT 2024","Fri Sep 20 03:35:32 GMT 2024","653","","Get Token →","","401 incorrect password","","""Authentication"" endpoints tests → Get Token → 401 incorrect password",""
"passed","Fri Sep 20 03:27:12 GMT 2024","Fri Sep 20 03:27:12 GMT 2024","616","","Positive tests →","","Assign activity to full account with target limited account","","Activity Assignments tests → Positive tests → Assign activity to full account with target limited account",""
"passed","Fri Sep 20 03:35:36 GMT 2024","Fri Sep 20 03:35:36 GMT 2024","162","","Delete refresh Token →","","200 OK","","""Authentication"" endpoints tests → Delete refresh Token → 200 OK",""
"passed","Fri Sep 20 03:33:53 GMT 2024","Fri Sep 20 03:33:53 GMT 2024","593","","Applets ""report configuration"" endpoint tests →","","200 OK","","Applets ""report configuration"" endpoint tests → 200 OK",""
