"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 19 13:03:59 GMT 2024","Wed Jun 19 13:03:59 GMT 2024","41","src.apps.answers.tests","test_answers","TestAnswerActivityItems","","","test_get_flow_submissions",""
"passed","Wed Jun 19 13:04:29 GMT 2024","Wed Jun 19 13:04:29 GMT 2024","1","src.apps.applets.tests.unit","test_history_mixin","","","","test_history_mixin_split_version_id__wrong_id_version[d490bafc-bde5-47e9-b7c0-78862b5d4c48_0.0.0_1.0.0-Exception]",""
"passed","Wed Jun 19 13:04:23 GMT 2024","Wed Jun 19 13:04:24 GMT 2024","68","src.apps.applets.tests","test_applet_activity_items","TestActivityItems","","","test_create_applet__activity_with_subscale_settings_with_subscale_lookup_table",""
"passed","Wed Jun 19 13:04:14 GMT 2024","Wed Jun 19 13:04:14 GMT 2024","59","src.apps.applets.tests","test_applet","TestApplet","","","test_get_public_applet_activities_info",""
"passed","Wed Jun 19 13:03:46 GMT 2024","Wed Jun 19 13:03:46 GMT 2024","1","src.apps.activities.tests.unit.domain","test_activity_item_create","","","","test_create_item_single_select_row_row_with_image",""
"passed","Wed Jun 19 13:04:27 GMT 2024","Wed Jun 19 13:04:27 GMT 2024","2","src.apps.applets.tests.unit","test_applet_crud","","","","test_exists_by_id__applet_not_foud",""
"passed","Wed Jun 19 13:03:46 GMT 2024","Wed Jun 19 13:03:46 GMT 2024","0","src.apps.activities.tests.unit.domain","test_activity_item_create","","","","test_drawing_response_values_image_name_does_not_start_with_http[drawing_example-notfile]",""
"passed","Wed Jun 19 13:04:18 GMT 2024","Wed Jun 19 13:04:18 GMT 2024","85","src.apps.applets.tests","test_applet_activity_items","TestActivityItems","","","test_create_applet_with_each_activity_item[slider_item_create]",""
"passed","Wed Jun 19 13:04:22 GMT 2024","Wed Jun 19 13:04:22 GMT 2024","69","src.apps.applets.tests","test_applet_activity_items","TestActivityItems","","","test_creating_activity_items_without_option_value[single_select_row_item_create]",""
"passed","Wed Jun 19 13:04:26 GMT 2024","Wed Jun 19 13:04:26 GMT 2024","0","src.apps.applets.tests.unit","test_applet_changes","","","","test_get_changes_applet_updated[image-image-Applet Image was set to image]",""
"passed","Wed Jun 19 13:04:17 GMT 2024","Wed Jun 19 13:04:17 GMT 2024","53","src.apps.applets.tests","test_applet","TestApplet","","","test_create_applet__editor_create_applet__stil_editor_in_new_applet",""
"passed","Wed Jun 19 13:04:26 GMT 2024","Wed Jun 19 13:04:26 GMT 2024","1","src.apps.applets.tests.unit","test_applet_changes","","","","test_get_changes_is_initial_version[report_include_user_id-True-Include respondent in the Subject and Attachment was enabled]",""
"passed","Wed Jun 19 13:04:48 GMT 2024","Wed Jun 19 13:04:48 GMT 2024","11","src.apps.library","tests","TestLibrary","","","test_library_check_name",""
