"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","test_get_subject_temp_related_participant","src.apps.subjects.tests","Thu Jan 30 17:05:24 GMT 2025","passed","Thu Jan 30 17:05:24 GMT 2025","TestSubjects","tests","",""
"","1","test_event_cross_day_with_reminder_notification__at_time_not_in_between_start_time_and_end_time[event_weekdays_data-out_of_range_time3]","src.apps.schedule.tests.unit.domain","Thu Jan 30 17:05:22 GMT 2025","passed","Thu Jan 30 17:05:22 GMT 2025","","test_schedule_request_data","",""
"","41","test_get_applet_answers_without_assessment","src.apps.answers.tests","Thu Jan 30 17:03:49 GMT 2025","passed","Thu Jan 30 17:03:49 GMT 2025","TestAnswerActivityItems","test_answers","",""
"","1","test_history_mixin_split_version_id","src.apps.applets.tests.unit","Thu Jan 30 17:04:44 GMT 2025","passed","Thu Jan 30 17:04:44 GMT 2025","","test_history_mixin","",""
"","1","test_filter_events[date3-1]","src.apps.applets.tests.unit","Thu Jan 30 17:04:44 GMT 2025","passed","Thu Jan 30 17:04:44 GMT 2025","TestEventsPeriodicityWeekdays","test_filter_schedule_events","",""
"","1","test_create_single_select_item__not_valid_response_values[value1]","src.apps.activities.tests.unit.domain","Thu Jan 30 17:03:36 GMT 2025","passed","Thu Jan 30 17:03:36 GMT 2025","","test_activity_item_create","",""
"","5","test_get_user_by_id__user_deleted","src.apps.users.tests.unit","Thu Jan 30 17:05:37 GMT 2025","passed","Thu Jan 30 17:05:37 GMT 2025","","test_user_crud","",""
"","2","test_get_job_by_name__job_does_not_exist_with_creator_id","src.apps.job.tests","Thu Jan 30 17:05:07 GMT 2025","passed","Thu Jan 30 17:05:07 GMT 2025","","test_jobs_crud","",""
"","271","test_authenticate_user__creds_are_not_valid","src.apps.authentication.tests.unit","Thu Jan 30 17:04:50 GMT 2025","passed","Thu Jan 30 17:04:50 GMT 2025","TestAuthService","test_auth_service","",""
"","37","test_invite_new_user[coordinator-fr]","src.apps.invitations","Thu Jan 30 17:05:01 GMT 2025","passed","Thu Jan 30 17:05:01 GMT 2025","TestInvite","test_invite","",""
"","17","test_admin_invite_respondent_fail_if_duplicate_email","src.apps.invitations","Thu Jan 30 17:05:03 GMT 2025","passed","Thu Jan 30 17:05:03 GMT 2025","TestInvite","test_invite","",""
"","12","test_get_versions_for_not_existed_applet","src.apps.applets.tests","Thu Jan 30 17:04:27 GMT 2025","passed","Thu Jan 30 17:04:27 GMT 2025","TestApplet","test_applet","",""
"","0","test_no_changes_in_versions","src.apps.activities.tests.unit","Thu Jan 30 17:03:36 GMT 2025","passed","Thu Jan 30 17:03:36 GMT 2025","","test_activity_item_change","",""
"","1","test_event_request_periodicity_not_always_no_required_fields[event_once_data-access_before_schedule]","src.apps.schedule.tests.unit.domain","Thu Jan 30 17:05:21 GMT 2025","passed","Thu Jan 30 17:05:21 GMT 2025","","test_schedule_request_data","",""
"","45","test_invite_existing_user[manager-editor-200-fr]","src.apps.invitations","Thu Jan 30 17:04:59 GMT 2025","passed","Thu Jan 30 17:04:59 GMT 2025","TestInvite","test_invite","",""
"","24","test_arbitrary_upload_to_blob_azure","src.apps.file","Thu Jan 30 17:04:51 GMT 2025","passed","Thu Jan 30 17:04:51 GMT 2025","TestAnswerActivityItems","test_file","",""
"","1","test_validate_not_valid_hour_minute[<a href=""javascript:alert('Injected!')"">Click me</a>-<a>Click me</a>]","src.apps.shared.test.unit","Thu Jan 30 17:05:22 GMT 2025","passed","Thu Jan 30 17:05:22 GMT 2025","","test_shared_custom_validation","",""
"","3","test_set_report_configuration","src.apps.applets.tests.unit","Thu Jan 30 17:04:44 GMT 2025","passed","Thu Jan 30 17:04:44 GMT 2025","","test_applet_history_crud","",""
"","1","test_event_request_with_random_notification__from_time_not_in_between_start_time_and_end_time[event_once_data-not_valid_from3]","src.apps.schedule.tests.unit.domain","Thu Jan 30 17:05:21 GMT 2025","passed","Thu Jan 30 17:05:21 GMT 2025","","test_schedule_request_data","",""
"","86","test_create_flow_answer__submit_autocomplete","src.apps.answers.tests","Thu Jan 30 17:03:42 GMT 2025","passed","Thu Jan 30 17:03:42 GMT 2025","TestAnswerActivityItems","test_answers","",""
"","80","test_get_applet_latest_submissions_with_flow","src.apps.answers.tests","Thu Jan 30 17:04:12 GMT 2025","passed","Thu Jan 30 17:04:12 GMT 2025","TestAnswerActivityItems","test_answers","",""
"","59","test_schedule_get_all_after_creating_new_event__default_event_replaced_with_scheduled_event[activities-activity_id-flow_id]","src.apps.schedule.tests","Thu Jan 30 17:05:12 GMT 2025","passed","Thu Jan 30 17:05:12 GMT 2025","TestSchedule","test_schedule","",""
