"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 20 19:00:30 GMT 2024","Fri Sep 20 19:00:30 GMT 2024","302","","Retrieve latest report negative tests →","","404 Not Found (Get summary latest report of not existing Applet)","","Retrieve latest report negative tests → 404 Not Found (Get summary latest report of not existing Applet)",""
"passed","Fri Sep 20 19:04:10 GMT 2024","Fri Sep 20 19:04:10 GMT 2024","237","","200 OK →","","1000 years","","Applets ""retentions"" endpoint tests → 200 OK → 1000 years",""
"passed","Fri Sep 20 19:15:23 GMT 2024","Fri Sep 20 19:15:24 GMT 2024","1877","","Update workspace applet respondent →","","200 OK","","Workspaces endpoints tests → Workspaces created → Update workspace applet respondent → 200 OK",""
"passed","Fri Sep 20 19:00:56 GMT 2024","Fri Sep 20 19:00:56 GMT 2024","287","","Activity, completed within the activity flow: get activity answers list & Answers of respondent tests →","","Get Answer of respondent, created within the activity flow","","Answers scenario tests → Activity, completed within the activity flow: get activity answers list & Answers of respondent tests → Get Answer of respondent, created within the activity flow",""
"passed","Fri Sep 20 19:11:29 GMT 2024","Fri Sep 20 19:11:29 GMT 2024","299","","Change organizer roles/permissions tests →","","403 Forbidden (Coordinator can NOT grant editor's permissions to respondent)","","Administration tests → Organizers tests → Change organizer roles/permissions tests → 403 Forbidden (Coordinator can NOT grant editor's permissions to respondent)",""
"passed","Fri Sep 20 19:02:59 GMT 2024","Fri Sep 20 19:02:59 GMT 2024","228","","Create Access link tests →","","201 Created (Access link can successfully be created)","","Access link tests → Create Access link tests → 201 Created (Access link can successfully be created)",""
"passed","Fri Sep 20 19:01:26 GMT 2024","Fri Sep 20 19:01:26 GMT 2024","400","","Get flow submissions list & Flow answers of respondent tests →","","200 OK (Get flow submission of respondent)","","Answers CRUD tests → Answers handling after invitation acceptance by respondent → Get flow submissions list & Flow answers of respondent tests → 200 OK (Get flow submission of respondent)",""
"passed","Fri Sep 20 19:12:40 GMT 2024","Fri Sep 20 19:12:40 GMT 2024","736","","Create User tests →","","201 Create User","","Create User tests → 201 Create User",""
"passed","Fri Sep 20 19:05:05 GMT 2024","Fri Sep 20 19:05:05 GMT 2024","169","","422 Unprocessable Entity →","","Update Event with missing accessBeforeSchedule (periodicity type: MONTHLY) param","","Applet Events CRUD tests → Update Applet Event tests → 422 Unprocessable Entity → Update Event with missing accessBeforeSchedule (periodicity type: MONTHLY) param",""
"passed","Fri Sep 20 19:14:44 GMT 2024","Fri Sep 20 19:14:44 GMT 2024","241","","Get workspace respondents →","","404 Not Found (non-existent ownerId)","","Workspaces endpoints tests → Empty workspaces → Get workspace respondents → 404 Not Found (non-existent ownerId)",""
"passed","Fri Sep 20 19:04:12 GMT 2024","Fri Sep 20 19:04:12 GMT 2024","317","","Duplicate Applet endpoint tests →","","400 not unique applet name","","Duplicate Applet endpoint tests → 400 not unique applet name",""
"passed","Fri Sep 20 19:06:57 GMT 2024","Fri Sep 20 19:06:57 GMT 2024","620","","Transfer Ownership to unregistered user →","","New user should become the applet owner","","Applet ""Transfer Ownership"" scenario tests → Transfer Ownership to unregistered user → New user should become the applet owner",""
"passed","Fri Sep 20 19:14:43 GMT 2024","Fri Sep 20 19:14:43 GMT 2024","273","","Get workspace applets →","","404 Not found (non-existent ownerId)","","Workspaces endpoints tests → Empty workspaces → Get workspace applets → 404 Not found (non-existent ownerId)",""
"passed","Fri Sep 20 19:04:49 GMT 2024","Fri Sep 20 19:04:49 GMT 2024","230","","Delete all general scheduled Applet Events tests →","","404 Not Found (Delete all general scheduled Events of not existing Applet)","","Applet Events CRUD tests → Delete all general scheduled Applet Events tests → 404 Not Found (Delete all general scheduled Events of not existing Applet)",""
"passed","Fri Sep 20 19:09:31 GMT 2024","Fri Sep 20 19:09:31 GMT 2024","225","","Invitation Respondent Send →","","404 - Applet does not exist","","Invitations endpoints tests → Send invitation → Invitation Respondent Send → 404 - Applet does not exist",""
"failed","Fri Sep 20 19:03:29 GMT 2024","Fri Sep 20 19:03:30 GMT 2024","1009","","Positive tests →","","Multiple activity with multiple items and multiple flows","","Applet builder tests → Create applet → Positive tests → Multiple activity with multiple items and multiple flows",""
"passed","Fri Sep 20 19:07:11 GMT 2024","Fri Sep 20 19:07:11 GMT 2024","634","","Transfer Initiate →","","200 OK","","Applet ""Transfer Ownership"" endpoints tests → Transfer Initiate → 200 OK",""
"passed","Fri Sep 20 19:02:34 GMT 2024","Fri Sep 20 19:02:34 GMT 2024","350","","Get Summary Activities list tests →","","200 OK (non-empty list)","","Summary & Review activities tests → Get Summary and Review Activities (non-empty list) tests → Get Summary Activities list tests → 200 OK (non-empty list)",""
"passed","Fri Sep 20 19:11:39 GMT 2024","Fri Sep 20 19:11:39 GMT 2024","746","","Create Applet in workspace of Applet owner tests →","","201 Created (Editor can create Applet in workspace of Applet owner)","","Administration tests → Applets tests → Create Applet in workspace of Applet owner tests → 201 Created (Editor can create Applet in workspace of Applet owner)",""
"passed","Fri Sep 20 19:02:04 GMT 2024","Fri Sep 20 19:02:04 GMT 2024","286","","Get flow identifiers after answer submitting →","","200 OK (Get flow identifiers)","","Flow Versions & Identifiers tests → Get flow Identifiers tests → Get flow identifiers after answer submitting → 200 OK (Get flow identifiers)",""
"passed","Fri Sep 20 19:09:34 GMT 2024","Fri Sep 20 19:09:34 GMT 2024","653","","Invitation Reviewer Send →","","200 OK (send to existing user)","","Invitations endpoints tests → Send invitation → Invitation Reviewer Send → 200 OK (send to existing user)",""
"passed","Fri Sep 20 19:03:12 GMT 2024","Fri Sep 20 19:03:12 GMT 2024","266","","Create applet →","","403 Forbidden (non-existent workspace)","","Applets CRUD endpoints tests → Create applet → 403 Forbidden (non-existent workspace)",""
"failed","Fri Sep 20 19:03:29 GMT 2024","Fri Sep 20 19:03:30 GMT 2024","1005","","Positive tests →","","Applet with subscale settings and scorable items","","Applet builder tests → Create applet → Positive tests → Applet with subscale settings and scorable items",""
"passed","Fri Sep 20 19:06:17 GMT 2024","Fri Sep 20 19:06:17 GMT 2024","272","","Applets ""setFolder"" endpoint tests →","","200 OK (set folder)","","Applets ""setFolder"" endpoint tests → 200 OK (set folder)",""
"passed","Fri Sep 20 19:14:18 GMT 2024","Fri Sep 20 19:14:18 GMT 2024","271","","Set workspace managers applet access list →","","400 Bad Request (empty respondents list for reviewer)","","Workspaces managers access tests → Set workspace managers applet access list → 400 Bad Request (empty respondents list for reviewer)",""
"passed","Fri Sep 20 19:05:19 GMT 2024","Fri Sep 20 19:05:19 GMT 2024","174","","Create cross-day events tests →","","422 (Cross-day Event with WEEKDAYS periodicity type and availability range: 00:00:00-00:00:00)","","Applet Events CRUD tests → Create cross-day events tests → 422 (Cross-day Event with WEEKDAYS periodicity type and availability range: 00:00:00-00:00:00)",""
