"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_single_select_rows_new_response_value_was_removed[rows-exp_changes0]","src.apps.activities.tests.unit","Mon Jul 07 23:50:34 GMT 2025","passed","Mon Jul 07 23:50:34 GMT 2025","","test_activity_item_change","",""
"","24","test_applet_assessment_retrive_for_submission","src.apps.answers.tests","Mon Jul 07 23:51:05 GMT 2025","passed","Mon Jul 07 23:51:05 GMT 2025","TestAnswerActivityItems","test_answers","",""
"","1","test_event_request_periodicity_not_always_no_required_fields[event_weekly_data-start_time]","src.apps.schedule.tests.unit.domain","Mon Jul 07 23:52:33 GMT 2025","passed","Mon Jul 07 23:52:33 GMT 2025","","test_schedule_request_data","",""
"","102","test_get_target_subjects_by_respondent_via_submission_as_coordinator_and_reviewer","src.apps.subjects.tests","Mon Jul 07 23:52:39 GMT 2025","passed","Mon Jul 07 23:52:39 GMT 2025","TestSubjects","tests","",""
"","1","test_event_request_with_random_notification__to_time_not_in_between_start_time_and_end_time[event_monthly_data-not_valid_to9]","src.apps.schedule.tests.unit.domain","Mon Jul 07 23:52:34 GMT 2025","passed","Mon Jul 07 23:52:34 GMT 2025","","test_schedule_request_data","",""
"","13","test_token_revoke[refresh_token_internal-refresh]","src.apps.authentication.tests.unit","Mon Jul 07 23:51:57 GMT 2025","passed","Mon Jul 07 23:51:57 GMT 2025","TestTokenService","test_auth_service","",""
"","17","test_assigned_activities_participant_other[respondent]","src.apps.activities.tests","Mon Jul 07 23:50:30 GMT 2025","passed","Mon Jul 07 23:50:30 GMT 2025","TestActivities","test_activities","",""
"","13","test_create_applet__only_one_reviewable_activity_allowed","src.apps.applets.tests","Mon Jul 07 23:51:30 GMT 2025","passed","Mon Jul 07 23:51:30 GMT 2025","TestApplet","test_applet","",""
"","19","test_review_delete[tom-204]","src.apps.answers.tests","Mon Jul 07 23:50:53 GMT 2025","passed","Mon Jul 07 23:50:53 GMT 2025","TestAnswerActivityItems","test_answers","",""
"","0","test_too_long_float_value_error","src.apps.activities.tests.unit.domain","Mon Jul 07 23:50:34 GMT 2025","passed","Mon Jul 07 23:50:34 GMT 2025","TestValidateRawScoreSubscale","test_custom_validation_subscale","",""
